id,carpeta,referencia,nombre,categoria,subcategoria,imagen_principal,n_imagenes,vista360,enlace
101,"0101_MU-12__Botilito_met_lico_Sport_Bottle","MU-12","Botilito metálico Sport Bottle - 500 ml.","DEPORTES","Todos","principal.jpg",8,"https://catalogospromocionales.com/images/v360/MU-12/index.html?V=6","https://www.catalogospromocionales.com/p/botilito-metalico-sport-bottle-500ml/4433/410"
102,"0102_MU-131-1__Botilito_Plastico_Lambert_PETG","MU-131-1","Botilito Plastico Lambert PETG 710ml","DEPORTES","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/MU-131-1/index.html?V=6","https://www.catalogospromocionales.com/p/Botilito-plastico-Lambert-PETG-710ml/9872/410"
103,"0103_MU-132-1__Botilito_Plastico_Langdon_PETG","MU-132-1","Botilito Plastico Langdon PETG 850ml","DEPORTES","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/MU-132-1/index.html?V=6","https://www.catalogospromocionales.com/p/botilito-plastico-langdon-petg-850ml/9873/410"
104,"0104_MU-155__Botilito_Pl_stico_Zigor_600ml_","MU-155","Botilito Plástico Zigor 600ml -Producción Nacional","DEPORTES","Todos","principal.jpg",9,"https://catalogospromocionales.com/images/v360/MU-155/index.html?V=6","https://www.catalogospromocionales.com/p/Botilito-Plastico-Zigor-570ml-Produccion-Nacional/8054/410"
105,"0105_MU-206__Botilito_en_Aluminio_Parsons_7","MU-206","Botilito en Aluminio Parsons 700ml","DEPORTES","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/MU-206/index.html?V=6","https://www.catalogospromocionales.com/p/Botilito-en-Aluminio-Parsons-700ml/8758/410"
106,"0106_MU-211-1__Botilito_de_Silicona_Twiggy_60","MU-211-1","Botilito de Silicona Twiggy 600ml","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/MU-211-1/index.html?V=6","https://www.catalogospromocionales.com/p/Botilito-de-Silicona-Twiggy-600ml/9902/410"
107,"0107_MU-246__Botilito_en_PET_Tiffany_680ml_","MU-246","Botilito en PET Tiffany 680ml -Produccion Nacional","DEPORTES","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/MU-246/index.html?V=6","https://www.catalogospromocionales.com/p/botilito-en-pet-tiffany-700ml-produccion-nacional/9354/410"
108,"0108_MU-248__Botilito_en_PET_Capri_750ml_Pr","MU-248","Botilito en PET Capri 750ml - Produccion Nacional","DEPORTES","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/MU-248/index.html?V=6","https://www.catalogospromocionales.com/p/botilito-en-pet-capri-700ml-produccion-nacional/9356/410"
109,"0109_MU-252__Botilito_Metalico_Jumbo_750ml","MU-252","Botilito Metalico Jumbo 750ml","DEPORTES","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/MU-252/index.html?V=6","https://www.catalogospromocionales.com/p/botilito-metalico-jumbo-750ml/9396/410"
110,"0110_MU-267__Botilito_en_Tritan_Swat_600ml_","MU-267","Botilito en Tritan Swat 600ml - Oferta","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/MU-267/index.html?V=6","https://www.catalogospromocionales.com/p/Botilito-en-Tritan-Swat-600ml/9559/410"
111,"0111_MU-321__Botilito_Pl_stico_Biggy_1500ml","MU-321","Botilito Plástico Biggy 1500ml","DEPORTES","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/MU-321/index.html?V=6","https://www.catalogospromocionales.com/p/Botilito-Plastico-Biggy-1500ml/10088/410"
112,"0112_MU-323__Botilito_Pl_stico_Cory_PETG_90","MU-323","Botilito Plástico Cory PETG 900ml","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/MU-323/index.html?V=6","https://www.catalogospromocionales.com/p/Botilito-Plastico-Cory-PETG-900ml/10090/410"
113,"0113_MU-324__Botilito_Pl_stico_Mack_PETG_70","MU-324","Botilito Plástico Mack PETG 700ml - Oferta","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/MU-324/index.html?V=6","https://www.catalogospromocionales.com/p/Botilito-Plastico-Mack-PETG-700ml/10091/410"
114,"0114_MU-337__Botilitro_Pl_stico_1000ml_1_Li","MU-337","Botilitro Plástico 1000ml - 1 Litro","DEPORTES","Todos","principal.jpg",9,"https://catalogospromocionales.com/images/v360/MU-337/index.html?V=6","https://www.catalogospromocionales.com/p/Botilitro-Plastico-1000ml-1Litro-produccion-nacional/10300/410"
115,"0115_MU-61__Botilito_Carabinero_PVC_690ml_","MU-61","Botilito Carabinero PVC 690ml-Producción Nacional","DEPORTES","Todos","principal.jpg",14,"https://catalogospromocionales.com/images/v360/MU-61/index.html?V=6","https://www.catalogospromocionales.com/p/botilito-carabinero-pvc-750ml-produccion-nacional/5820/410"
116,"0116_MU-83___Botilito_en_PVC_Curvy_500ml_Pr","MU-83.","Botilito en PVC Curvy 500ml - Producción Nacional.","DEPORTES","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/MU-83./index.html?V=6","https://www.catalogospromocionales.com/p/botilito-en-pvc-curvy-525ml-produccion-nacional/6322/410"
117,"0117_MU-93V__Mug_plastico_Shaker_14oz_Produ","MU-93V","Mug plastico Shaker 14oz - Producción Nacional","DEPORTES","Todos","principal.jpg",8,"https://catalogospromocionales.com/images/v360/MU-93V/index.html?V=6","https://www.catalogospromocionales.com/p/mug-plastico-shaker-14oz-produccion-nacional/6809/410"
118,"0118_TE-272-1__Audifonos_Bluetooth_DJ_II_con_","TE-272-1","Audifonos Bluetooth DJ II con Lector TF","DEPORTES","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/TE-272-1/index.html?V=6","https://www.catalogospromocionales.com/p/audifonos-bluetooth-DJ-II-con-lector-TF/9637/410"
119,"0119_TE-282__Audifonos_Bluetooth_Air_i7","TE-282","Audifonos Bluetooth Air i7","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/TE-282/index.html?V=6","https://www.catalogospromocionales.com/p/audifonos-bluetooth-air-i7/8857/410"
120,"0120_TE-371__Audifonos_Bluetooth_Big_Displa","TE-371","Audifonos Bluetooth Big Display","DEPORTES","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/TE-371/index.html?V=6","https://www.catalogospromocionales.com/p/audifonos-bluetooth-big-display/9569/410"
121,"0121_TE-377__Audifonos_Bluetooth_Fresh","TE-377","Audifonos Bluetooth Fresh","DEPORTES","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/TE-377/index.html?V=6","https://www.catalogospromocionales.com/p/Audifonos-Bluetooth-Fresh/9575/410"
122,"0122_TE-402-1__Aud_fonos_Bluetooth_Taylor_II_","TE-402-1","Audífonos Bluetooth Taylor II - Oferta","DEPORTES","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/TE-402-1/index.html?V=6","https://www.catalogospromocionales.com/p/Aud%C3%ADfonos-Bluetooth-Taylor-II/9865/410"
123,"0123_TE-442__Audifonos_Bluetooth_Tron","TE-442","Audifonos Bluetooth Tron","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/TE-442/index.html?V=6","https://www.catalogospromocionales.com/p/Audifonos-Bluetooth-Tron/9869/410"
124,"0124_TE-454__Audifonos_Bluetooth_Sportbone","TE-454","Audifonos Bluetooth Sportbone","DEPORTES","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/TE-454/index.html?V=6","https://www.catalogospromocionales.com/p/Audifonos-Bluetooth-Sportbone/9943/410"
125,"0125_TE-455__Audifonos_Bluetooth_Aerobone","TE-455","Audifonos Bluetooth Aerobone","DEPORTES","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/TE-455/index.html?V=6","https://www.catalogospromocionales.com/p/Audifonos-Bluetooth-Aerobone/9944/410"
126,"0126_TE-458__Audifonos_Inal_mbricos_Kick_Ur","TE-458","Audifonos Inalámbricos Kick Urban Travel","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/TE-458/index.html?V=6","https://www.catalogospromocionales.com/p/audifonos-inalambricos-kick-urban-travel/9925/410"
127,"0127_TE-499__Speaker_Bluetooth_con_Aud_fono","TE-499","Speaker Bluetooth con Audífonos","DEPORTES","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/TE-499/index.html?V=6","https://www.catalogospromocionales.com/p/Speaker-Bluetooth-con-Audifonos/10142/410"
128,"0128_VA-1002__Organizador_para_Bicicleta_Ref","VA-1002","Organizador para Bicicleta Reflect","DEPORTES","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/VA-1002/index.html?V=6","https://www.catalogospromocionales.com/p/Organizador-para-Bicicleta-Reflect/10178/410"
129,"0129_VA-1003__Morral_Backpack_Reflect","VA-1003","Morral Backpack Reflect","DEPORTES","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/VA-1003/index.html?V=6","https://www.catalogospromocionales.com/p/Morral-Backpack-Reflect/10179/410"
130,"0130_VA-1010__Sporty_Bag_Baylor","VA-1010","Sporty Bag Baylor","DEPORTES","Todos","principal.jpg",8,"https://catalogospromocionales.com/images/v360/VA-1010/index.html?V=6","https://www.catalogospromocionales.com/p/Sporty-Bag-Baylor/10186/410"
131,"0131_VA-160__Botilito_Urban_700_ml_stock_te","VA-160","Botilito Urban 700 ml (stock telefónicamente)","DEPORTES","Todos","principal.jpg",15,"https://catalogospromocionales.com/images/v360/VA-160/index.html?V=6","https://www.catalogospromocionales.com/p/botilito-urban-650ml-produccion-nacional/4080/410"
132,"0132_VA-177__Botilito_Igloo_500ml_Produccio","VA-177","Botilito Igloo 500ml - Produccion Nacional","DEPORTES","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/VA-177/index.html?V=6","https://www.catalogospromocionales.com/p/botilito-igloo-500ml-produccion-nacional-ver-tapa-energy/2375/410"
133,"0133_VA-382__Poncho_PVC_con_estuche","VA-382","Poncho PVC con estuche","DEPORTES","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/VA-382/index.html?V=6","https://www.catalogospromocionales.com/p/poncho-pvc-con-estuche/4832/410"
134,"0134_VA-395__Maletin_deportivo_Florida","VA-395","Maletin deportivo Florida","DEPORTES","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/VA-395/index.html?V=6","https://www.catalogospromocionales.com/p/maletin-deportivo-florida/4876/410"
135,"0135_BP-22__Aud_fonos_Bluetooth_Earshots_B","BP-22","Audífonos Bluetooth Earshots Boompods","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/BP-22/index.html?V=6","https://www.catalogospromocionales.com/p/Audifonos-Bluetooth-Earshots-Boompods/10589/410"
136,"0136_BP-23__Aud_fonos_Bluetooth_Bassline_G","BP-23","Audífonos Bluetooth Bassline Go Boompods","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/BP-23/index.html?V=6","https://www.catalogospromocionales.com/p/Audifonos-Bluetooth-Bassline-Go-Boompods/10590/410"
137,"0137_CAP-31__Gorra_Mesh_Urban_Travel","CAP-31","Gorra Mesh Urban Travel","DEPORTES","Todos","principal.jpg",10,"https://catalogospromocionales.com/images/v360/CAP-31/index.html?V=6","https://www.catalogospromocionales.com/p/Gorra-Mesh-Urban-Travel/10602/410"
138,"0138_CAP-30__Gorra_Brixton_Urban_Travel","CAP-30","Gorra Brixton Urban Travel","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CAP-30/index.html?V=6","https://www.catalogospromocionales.com/p/Gorra-Brixton-Urban-Travel/10601/410"
139,"0139_CAP-29__Gorra_Sport_en_Microfibra_Urba","CAP-29","Gorra Sport en Microfibra Urban Travel","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CAP-29/index.html?V=6","https://www.catalogospromocionales.com/p/Gorra-Sport-en-Microfibra-Urban-Travel/10600/410"
140,"0140_IL-147__Banda_Sport_LED","IL-147","Banda Sport LED","DEPORTES","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/IL-147/index.html?V=6","https://www.catalogospromocionales.com/p/Banda-Sport-LED/10468/410"
141,"0141_MU-361__Botilito_en_Silicona_C_mpact_5","MU-361","Botilito en Silicona Cómpact 500ml","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/MU-361/index.html?V=6","https://www.catalogospromocionales.com/p/Botilito-en-Silicona-Compact-500ml/10563/410"
142,"0142_VA-1030__Funda_Portacelular_Reflect_Spo","VA-1030","Funda Portacelular Reflect Sport RPET","DEPORTES","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/VA-1030/index.html?V=6","https://www.catalogospromocionales.com/p/Funda-Portacelular-Reflect-Sport-RPET/10415/410"
143,"0143_VA-1031__Funda_Portacelular_Sport_RPET","VA-1031","Funda Portacelular Sport RPET","DEPORTES","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/VA-1031/index.html?V=6","https://www.catalogospromocionales.com/p/Funda-Portacelular-Sport-RPET/10417/410"
144,"0144_CAP-32__Gorra_Fashion_Urban_Travel","CAP-32","Gorra Fashion Urban Travel","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CAP-32/index.html?V=6","https://www.catalogospromocionales.com/p/Gorra-Fashion-Urban-Travel/10625/410"
145,"0145_LAPIZ-NAT__Lapiz_Eco_Natural","LAPIZ-NAT","Lapiz Eco Natural","DEPORTES","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/LAPIZ-NAT/index.html?V=6","https://www.catalogospromocionales.com/p/Lapiz-Eco-Natural/13205/410"
146,"0146_IL-160__BANDA_RECARGABLE_SPORTY","IL-160","BANDA RECARGABLE SPORTY","DEPORTES","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/IL-160/index.html?V=6","https://www.catalogospromocionales.com/p/banda-recargable-sporty/13228/410"
147,"0147_TE-669__Reloj_Inteligente_Fyllex","TE-669","Reloj Inteligente Fyllex","DEPORTES","Todos","principal.jpg",2,"https://catalogospromocionales.com/images/v360/TE-669/index.html?V=6","https://www.catalogospromocionales.com/p/reloj-inteligente-fyllex/13377/410"
148,"0148_TE-670__Reloj_Inteligente_Brish","TE-670","Reloj Inteligente Brish","DEPORTES","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/TE-670/index.html?V=6","https://www.catalogospromocionales.com/p/reloj-inteligemte-brish/13378/410"
149,"0149_VA-1199__SPORTY_BAG_OZUMA","VA-1199","SPORTY BAG OZUMA","DEPORTES","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/VA-1199/index.html?V=6","https://www.catalogospromocionales.com/p/sporty-bag-ozuna/13485/410"
150,"0150_VA-1178__Maletin_Compacto_Soccer_Cup","VA-1178","Maletin Compacto Soccer Cup","DEPORTES","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/VA-1178/index.html?V=6","https://www.catalogospromocionales.com/p/meletin-compacto-soccer-cup/13291/410"
151,"0151_JU-111__JUEGO_DE_RAQUETAS_BOARD_GAME","JU-111","JUEGO DE RAQUETAS BOARD GAME","DEPORTES","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/JU-111/index.html?V=6","https://www.catalogospromocionales.com/p/juego-de-raquetas-board-game/13435/410"
152,"0152_VA-1212__Malet_n_Harmony","VA-1212","Maletín Harmony","DEPORTES","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/VA-1212/index.html?V=6","https://www.catalogospromocionales.com/p/maletin-harmony-rpet/13363/410"
153,"0153_Bol_Flaggy__Boligrafo_Flaggy_Colombia","Bol Flaggy","Boligrafo Flaggy Colombia","DEPORTES","Todos","principal.jpg",1,"https://catalogospromocionales.com/images/v360/Bol Flaggy/index.html?V=6","https://www.catalogospromocionales.com/p/boligrafo-flaggy-colombia/13287/410"
154,"0154_CP-375__Banda_el_stica_GYM","CP-375","Banda elástica GYM","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-375/index.html?V=6","https://www.catalogospromocionales.com/p/Banda-Elastica-GYM/13538/410"
155,"0155_CP-379__Lazo_Jump","CP-379","Lazo Jump","DEPORTES","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/CP-379/index.html?V=6","https://www.catalogospromocionales.com/p/lazo-jump/13549/410"
156,"0156_CP-223-2__Set_de_Bandas_El_sticas_en_Bol","CP-223-2","Set de Bandas Elásticas en Bolsa","DEPORTES","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/CP-223-2/index.html?V=6","https://www.catalogospromocionales.com/p/set-de-bandas-elasticas-en-bolsa/13594/410"
157,"0157_ASTON-ECO__Bol_grafo_Aston_Eco","ASTON-ECO","Bolígrafo Aston Eco","ECO NATURE","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/ASTON-ECO/index.html?V=6","https://www.catalogospromocionales.com/p/Boligrafo-Aston-Eco/9914/420"
158,"0158_CARTER-ECO__Bol_grafo_Carter_Eco","CARTER-ECO","Bolígrafo Carter-Eco","ECO NATURE","Todos","principal.jpg",6,"https://catalogospromocionales.com/images/v360/CARTER-ECO/index.html?V=6","https://www.catalogospromocionales.com/p/Boligrafo-Carter-Eco/10533/420"
159,"0159_CP-188__Bajalenguas_Pl_stico_Producci_","CP-188","Bajalenguas Plástico- Producción Nacional","ECO NATURE","Todos","principal.jpg",7,"https://catalogospromocionales.com/images/v360/CP-188/index.html?V=6","https://www.catalogospromocionales.com/p/bajalenguas-plastico-produccion-nacional/7955/420"
160,"0160_CP-225__Pastillero_Eco","CP-225","Pastillero Eco","ECO NATURE","Todos","principal.jpg",2,"https://catalogospromocionales.com/images/v360/CP-225/index.html?V=6","https://www.catalogospromocionales.com/p/pastillero-eco/9102/420"
161,"0161_CP-238-1__Pitillo_Reutilizable_Met_lico_","CP-238-1","Pitillo Reutilizable Metálico Wheat","ECO NATURE","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/CP-238-1/index.html?V=6","https://www.catalogospromocionales.com/p/pitillo-reutilizable-metalico-wheat/9708/420"
162,"0162_DUCAL-ECO__DUCAL_ECO","DUCAL-ECO","DUCAL ECO","ECO NATURE","Todos","principal.jpg",4,"https://catalogospromocionales.com/images/v360/DUCAL-ECO/index.html?V=6","https://www.catalogospromocionales.com/p/ducal-eco/9252/420"
163,"0163_HE-09__Metro_Retr_ctil_Button","HE-09","Metro Retráctil Button","ECO NATURE","Todos","principal.jpg",5,"https://catalogospromocionales.com/images/v360/HE-09/index.html?V=6","https://www.catalogospromocionales.com/p/metro-retractil-button/294/420"
164,"0164_HE-22-1__Metro_Arkitect_Eco","HE-22-1","Metro Arkitect Eco","ECO NATURE","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/HE-22-1/index.html?V=6","https://www.catalogospromocionales.com/p/Metro-Arkitect-ECO/10454/420"
165,"0165_HE-268__Metro_Oval_Eco","HE-268","Metro Oval Eco","ECO NATURE","Todos","principal.jpg",3,"https://catalogospromocionales.com/images/v360/HE-268/index.html?V=6","https://www.catalogospromocionales.com/p/Metro-Oval-Eco/9739/420"
